created_at,full_text
2025-08-30 17:05:57+00:00,Ni sekarang pemerintah diem aja kah? Speak up cuman soal Affan doang kah kemaren? Ini sekarang pada kemana? Tuntutan rakyat ga dijawab sama mereka? Ini bakal berlarut² anjr chaos.
2025-08-30 16:19:53+00:00,Stop korbanin rakyat lagi!! Lo pdhl tinggal kabulin tuntutan rakyat. Nongol ajak ngobrol kasih win win solution!! Rakyat bakal stop. Mau nambah berapa banyak korban lg?? Nyawa kita emg gapernah ada harganya di mata lo semua! @DivHumas_Polri @prabowo @ListyoSigitP @DPR_RI
2025-08-30 14:37:17+00:00, orang-orang itu bisa gak sih mbok mak cepppp diam aja; gausah bikin pernyataan2 yang tendensinya hanya nyuruh rakyat tenang sabar bla bla . Malah tambah bikin muak. Yg ingin semua dengar itu justru keberpihakan kalian yg tegas &amp; pasti bhw tuntutan rakyat direken tenanan
2025-08-30 23:17:40+00:00,ayoo dong pemerintah indonesia cepet ambil tindakan untuk respon tuntutan rakyat ini dengan copot kebijakan yang memicu kemarahan masyarakat aaaakkk peningnya
2025-08-30 08:47:55+00:00,Reminder Jangan rusak FASUS tmpt ibadah dan tmpt usaha Fokus ke tuntutan rakyat (Hati2 cepu &amp; provokator penyusup saat demo) https://t.co/ww4UMGmtn9
2025-08-30 16:38:49+00:00,Ini bisa ditafsirkan : Presiden memerintahkan boleh tembak di tempat kepada masa aksi yg anarkis. Urusan bisa makin panjang. Eskalasi malah bisa nambah lama. Negara harus hadir untuk menyelesaikan semua tuntutan rakyat bukan dengan cara tindakan tegas yg bisa d artikan lain.
2025-08-30 04:20:00+00:00,Partai Golkar menginstruksikan kadernya untuk sensitif terhadap tuntutan rakyat. Kader diminta belajar dari polemik kenaikan Pajak Bumi dan Bangunan Perdesaan dan Perkotaan (PBB-P2). https://t.co/KZU7xjIG7U
2025-08-30 17:49:04+00:00,Saya setuju semua pejabat negara dipotong gaji dan tunjangannya sbg bagian dari penghormatan pada tuntutan rakyat.
2025-08-30 14:20:17+00:00,profile ini akan terus gue pakai sampai tuntutan rakyat terpenuhi
2025-08-30 22:56:42+00:00,Penjarahan ini kok aneh ya. Rumah kosong oke lah yg punya rumah gak ada. Lha tpi kan ada satpam pekerjanya disana. Trus masuknya kok kayak gampang bener. Kayak dibiarin gitu. Dan sekrang nama2 yg disebut pada minta maaf. Minta maaf doang buat apa rapatin dong tuntutan rakyat
2025-08-30 14:55:04+00:00,Hambok ya pemerintah dan dewan2 ini pada nongol trus minta maaf dan turuti tuntutan rakyat ️
2025-08-30 16:02:28+00:00,Saya yakin penuhi tuntutan rakyat maka amarah rakyat akan reda dan lagipula rakyat juga gk menuntut yang neko mrk gk minta uang atau makan ..mrk cm mnta semua pejabat yg menjadi beban rakyat dicopot .. bgtu aja repot
2025-08-30 15:59:07+00:00,Kenapa malah memanggil 16 ormas dan beri intruksi ambil tindakan tegas pada para demontran ini jelas bukan solusi malah akan memperparah situasi aneh.. bukankah mudah meredam amarah rakyat yaitu penuhi tuntutan rakyat .. bgtu aja repot @barengwarga
2025-08-30 12:12:42+00:00,Ga pada kepikiran apa ya pimpinan parpol ketemu presiden bahas tuntutan rakyat supaya meniadakan/ merevisi tunjangan2 yg ga masuk akal. Paw para anggota dewan yg ga mutu. Ya kalau loe para pimpinan xuek sama kondisi sekarang ya lihat aj kejadian yg skrng makin menjdi jadi
2025-08-30 18:12:49+00:00,pejabat pemerintahan gak ada yang nyuruh si ndut buat meredam amarah rakyat alis ndut dengerin tuntutan rakyat tuh udah napa gtu ? gbsa ? apa gk adaa? ini kementrian HAM masih ada gak sihhhh
2025-09-17 12:44:52+00:00,Gw mau pajang screenshot-an homeless media yg ikut berpartisipasi menyukseskan agenda setting negara pasca tuntutan 17+8. Btw kalian bisa jg tambahin di tweet bawah ini kalo nemu. Dan buat yg lagi bikin skripsi / thesis ini kesempatan emas buat gali soal peran homeless media. https://t.co/8FDKsnCKXT
2025-09-26 03:00:37+00:00,Tuntutan demonstrasi telah dikumpulkan sejumlah aktivis menjadi 25 poin utama dikenal dengan 17+8 Tuntutan Rakyat . Tuntutan ini adalah penggabungan 211 tuntutan organisasi masyarakat sipil yang meliputi isu korupsi reformasi hukum kebijakan ekonomi hingga keadilan sosial. https://t.co/zZq15Jj5lZ
2025-09-15 09:23:57+00:00,Tidak sekedar Tuntutan! Ini pemicu munculnya 17+8 Tuntutan Rakyat! https://t.co/waDfilOQ4T
2025-09-23 06:49:09+00:00,Gedung DPR Bukan Benteng Militer: Ancaman Militerisasi di Jantung Demokrasi Setelah aksi demonstrasi pada Agustus 2025 lalu pecah karena pemerintah tak kunjung merespon tuntutan rakyat kini gedung DPR/MPR RI tengah dijaga oleh anggota TNI. Alasannya: mengantisipasi kerusuhan https://t.co/PITC0zSPoF
2025-09-19 00:00:35+00:00,17+8 Tuntutan Rakyat sudah sampai mana? https://t.co/cMgET6o6U8
2025-09-15 09:25:35+00:00,17+8 Tuntutan Rakyat dalam 1 Minggu &amp; 1 Tahun! https://t.co/12szJHAUKv
2025-09-17 06:23:52+00:00,Di antara tuntutan 17+8 juga menggema Indonesia reset . Mungkinkah menata kembali Republik ini? Jika mungkin dari mana mulainya? Simak obrolannya di program Omon-Omon bersama Bivitri Susanti Robertus Robet dan Rocky Gerung. Live di YouTube Tempodotco Rabu 17 September https://t.co/KfE4cCrExU
2025-09-18 12:47:06+00:00,[NASIONAL] 8 September 2025 Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa menilai bahwa 17+8 Tuntutan Rakyat berasal dari sebagian kecil masyarakat yang merasa kehidupannya masih terbatas dan belum tercukupi. https://t.co/mfI4XZNvpB
2025-09-17 10:33:22+00:00,Tuntutan 17+8 kembali menjadi sorotan dalam aksi tahun ini. Tuntutan ini memuat 17 desakan utama dan 8 poin tambahan yang berkaitan dengan isu demokrasi kesejahteraan hingga pemberantasan korupsi. Apa saja sih tuntutan 17+8 itu? https://t.co/vehHxkfSzM
2025-09-21 10:31:15+00:00,Sampai hari ini. ‍ 17 + 8 TUNTUTAN RAKYAT Transformasi. Reformasi. Empati. https://t.co/XEUYuVXuJj https://t.co/nOcx1JR8tD
2025-09-16 09:26:50+00:00,Ini tuntutan ojol di demo 17 september besok ada juga yg mengangkat tuntutan 17+8. https://t.co/11cvF8Gu4H
2025-09-26 12:11:50+00:00,@salshaindr emg kurang ajar
2025-09-17 08:56:23+00:00,Demonstrasi kelompok mahasiswa yang berujung 17+8 tuntutan rakyat telah direspons oleh Dewan Perwakilan Rakyat (DPR) dan pemerintah. Meskipun respons mereka kemudian harus dibaca secara semangat dan praktik ia menandai sistem kekebalan berdemokrasi kita yang masih normal. Baca https://t.co/v5Opn6oUnT
2025-09-15 16:45:33+00:00,Tuntutan 17+8 memang tidak bisa diselesaikan dalam 1-3 hari tapi perlu segera dibangun dialog-dialog dengan mahasiswa agar tuntutan bisa sepenuhnya direalisasikan #PDIPerjuangan #PDIP #Genbanteng #GenB #Andiwidjajanto https://t.co/6DLIJPRVNI
2025-09-25 02:47:20+00:00,lrt beli dmn ya 
2025-09-18 09:00:03+00:00,Menko Kumham Imipas Yusril Ihza Mahendra sepakat bahwa UU Parpol UU Pemilu dan UU MD3 harus direvisi sejalan dengan semangat 17+8 Tuntutan Rakyat. #Yusril #Parpol #ReformasiDPR #partaipolitik #MenkoKumhamImipas #YusrilIhzaMahendra #pinterpolitik #infografis https://t.co/FiN9PsTszD
2025-09-25 07:00:21+00:00,17+8 tuntutan rakyat
2025-09-22 14:18:00+00:00,Halo Vets! Gelombang demonstrasi yang terjadi baru-baru ini bukan sekadar soal kenaikan tunjangan DPR. Dari mulai tragedi Affan Kurniawan aksi massa di berbagai kota sampai terbentuknya 17+8 Tuntutan Rakyat semua itu memperlihatkan satu hal: rakyat merasa suaranya tidak https://t.co/o6WhGyLZ0k
2025-09-24 10:48:40+00:00,@weningdanwening 17+8 Tuntutan Rakyat adalah 25 tuntutan masyarakat sipil untuk reformasi di era Prabowo termasuk anti-korupsi hak asasi dan transparansi DPR. Deadline 17 tuntutan pendek: 5-7 Sep 2025; 8 jangka panjang hingga Agustus 2026. Update: 11 Sep GNB bertemu Prabowo sepakat bentuk
2025-09-23 09:59:18+00:00,PEOPLE POWER ADALAH KEDAULATAN RAKYAT 🇮🇩 *SERUAN AKSI DEMO* 25 &amp; 30 SEPTEMBER 2025 SAATNYA KEMBALI SELAMATKAN NKRI DI GEDUNG DPR RI 13.00 s/d MENANG Dengan TUNTUTAN KAWAL: -Selesaikan tuntutan 17+8! -SAHKAN RUU PERAMPASAN ASET -Adili Jokowi -Lengserkan Fufufafa https://t.co/1xefS5gePp
2025-09-24 09:58:44+00:00,🇮🇩 *SERUAN AKSI DEMO* 🇮🇩 25 &amp; 30 SEPTEMBER 2025 SAATNYA KEMBALI SELAMATKAN NKRI DI GEDUNG DPR RI 13.00 s/d MENANG Dengan TUNTUTAN KAWAL: Selesaikan tuntutan 17+8! SAHKAN RUU PERAMPASAN ASET Adili Jokowi Lengserkan Fufufafa #WajibReformasiPolri #MakzulkanFufufafa https://t.co/n7LO8Ee8FY
2025-09-17 10:12:45+00:00,POHON MASALAH YANG HARUS DIPAHAMI INFLUENCER &amp; AKTIVIS Mengawal Substansi Tuntutan Rakyat Segera tayang di Channel YouTube Diskursus Net Malam Ini Jam 20.00 WIB. Jangan sampai ketinggalan! #DiskursusNet #TuntutanRakyat #Influencer #bivitrisusanti #Aktivis #Substansi https://t.co/aXvNgUxxiJ
2025-09-26 11:38:00+00:00,AKSI DEMO 30 SEPTEMBER 2025 AYO RAKYAT 🇮🇩 KEMBALI SELAMATKAN NKRI GEDUNG DPR RI 13.00 s/d MENANG FOKUS Selesaikan tuntutan 17+8 Sahkan RUU Perampasan Aset Adili Jokowi Lengserkan Fufufafa ATAU NEPALKAN #BongkarIjazahPalsuGibran #ReformasiPolri https://t.co/88RldIbUw7
2025-09-24 13:12:28+00:00,@diraism gue aja yg mundur dri hubungan kalian
2025-09-25 11:30:28+00:00,Kisah Dibalik Nama Purbaya Presiden RI Prabowo Subianto pada Senin (8/9/2025) melantik Purbaya Yudhi Sadewa sebagai Menteri Keuangan menggantikan Sri Mulyani Indrawati. Seusai dilantik Purbaya sempat mengomentari 17+8 Tuntutan Rakyat sebagai suara sebagian kecil rakyat yang https://t.co/f13NT6QpRk
2025-09-18 02:59:52+00:00,Tetap konsisten pada perjuangan dan abaikan semua riak - riak yang bertujuan mengaburkan tuntutan rakyat. 1. Adili @jokowi 2. Makzulkan @gibran_tweet 3. Copot Kapolri @ListyoSigitP dan Reformasi Polri 4. Bersihkan Pemerintahan Dari Genk Solo. 5. Berikan Pendidikan dan https://t.co/GjMHxoxgUm
2025-09-26 12:07:14+00:00,Purbaya Jangan Cuma Bagus di Awal Presiden RI Prabowo Subianto pada Senin (8/9/2025) melantik Purbaya Yudhi Sadewa sebagai Menteri Keuangan menggantikan Sri Mulyani Indrawati. Seusai dilantik Purbaya sempat mengomentari 17+8 Tuntutan Rakyat sebagai suara sebagian kecil rakyat https://t.co/LFFNMjEVRd
2025-09-18 07:00:50+00:00,17+8 Pada 1 September 2025 di tengah ricuh dan darah muncul 17+8 Tuntutan Rakyat sebuah daftar 25 poin yang disusun rapi oleh sekelompok influencer ternama seperti Jerome Polin Salsa Erwina Hutagalung dan Andovi da Lopez. Tuntutan ini terdiri dari 17 poin jangka pendek
2025-09-25 10:13:03+00:00,AKSI DEMO DIALIHKAN MENJADI ‼️30 SEPTEMBER 2025‼️ AYO RAKYAT 🇮🇩 KEMBALI SELAMATKAN NKRI GEDUNG DPR RI 13.00 s/d MENANG TETAP FOKUS: -Selesaikan tuntutan 17+8 -Sahkan RUU Perampasan Aset -Adili Jokowi -Lengserkan Fufufafa #BongkarIjazahPalsuGibran #WajibReformasiPolri https://t.co/CVe0aIUnAW
2025-09-17 10:33:30+00:00,gmn ya kasih tau org org kl tuntutan 17+8 masih JAUH dr kt selesai
2025-09-19 15:17:02+00:00,Kalau warga protes nanti pemerintah tinggal balikin kan ada di tuntutan rakyat 17+8... Thx berat influencer koplak! 
2025-09-25 09:02:17+00:00,Gonjang ganjing penjarahan dan tuntutan 17+8 kemarin endingnya gimana gais?
2025-09-22 02:43:28+00:00,Pasca aksi besar kemarin kita semua sama-sama menyaksikan bagaimana suara rakyat bergema di jalanan. Sebelum lahirnya 17+8 tuntutan rakyat ada keresahan yang mengendap soal represif aparat kenaikan harga krisis kepercayaan pada parlemen sampai lemahnya perlindungan bagi https://t.co/m28ZxtEJLi
2025-09-29 06:41:54+00:00,@diraism mi udah mi 
2025-09-19 11:45:50+00:00,@natamuliapraja @KemenperinRI @WidasSatyo @Afutami Andhyta Firselly Utami (Afutami) adalah ekonom lingkungan pendiri Think Policy (think tank kebijakan publik sejak 2019) dan aktivis di isu pemerintahan &amp; masyarakat sipil. Dia terlibat dalam penyampaian 17+8 tuntutan rakyat ke DPR Agustus 2025. Kenapa dibela? Pendukung lihat
2025-09-26 03:55:51+00:00,Pasca demonstrasi yang terjadi pada Agustus lalu serta lahirnya 17+8 Tuntutan Rakyat meninggalkan luka dan tanda tanya besar: sejauh mana suara publik benar-benar didengar? Reshuffle kabinet dilakukan APBN 2025 disahkan tapi kesejahteraan rakyat terasa masih jauh panggang dari https://t.co/aximYupUhe
2025-09-23 11:11:55+00:00,🇮🇩 *SERUAN AKSI DEMO* 🇮🇩 25 &amp; 30 SEPTEMBER 2025 SAATNYA KEMBALI SELAMATKAN NKRI DI GEDUNG DPR RI 13.00 s/d MENANG Dengan TUNTUTAN KAWAL: -Selesaikan tuntutan 17+8! -SAHKAN RUU PERAMPASAN ASET -Adili Jokowi -Lengserkan Fufufafa #WajibReformasiPolri #MakzulkanFufufafa https://t.co/m7BfIJjsN5
2025-09-24 13:20:19+00:00,@dazaigojo kak ini beli dmn aku mau 
2025-09-26 07:52:20+00:00,Manusia Beradab Dilihat dari Omongannya Presiden RI Prabowo Subianto pada Senin (8/9/2025) melantik Purbaya Yudhi Sadewa sebagai Menteri Keuangan menggantikan Sri Mulyani Indrawati. Seusai dilantik Purbaya sempat mengomentari 17+8 Tuntutan Rakyat sebagai suara sebagian kecil https://t.co/dDh0j6XhK9
2025-09-17 10:06:40+00:00,Tuntutan Rakyat 17 + 8 Terus di Proses https://t.co/UTje2gXpHl
2025-09-19 04:45:17+00:00,@geomannnnn @ruliemaulana Berikut daftar perumus utama 17+8 Tuntutan Rakyat berdasarkan sumber kolaboratif (seperti Jerome Polin dkk.): 1. Jerome Polin (YouTuber matematika) 2. Andovi da Lopez (aktor/YouTuber tamu podcast Malaka Project) 3. Fathia Izzati (vokalis/influencer kolaborator podcast Malaka)
2025-09-15 03:32:36+00:00,Dari jalanan lahir 17+8 Tuntutan Rakyat yang meminta penghentian kekerasan penegakan SOP hingga usut pidana atasan. GPHI lebih keras: copot Kapolri adakan investigasi independen. Mahasiswa UI &amp; UIN Jakarta menegaskan reformasi Polri bukan pilihan tapi kebutuhan mendesak. https://t.co/rNQJKWkxon
2025-09-19 04:10:01+00:00,Mereka yang selama ini menuding BEM SI terafiliasi dengan politik kini menunggangi aksi BEM UI dengan tuntutan 17+8 yang sama sekali tidak menyentuh akar permasalahan. https://t.co/tSySURhBbU
2025-09-17 02:37:47+00:00,Tuntutan 17+8 tetap jalan terus bersama tuntutan ini : https://t.co/7XqzpcUjUT
2025-09-18 03:06:23+00:00,Halo pak dewan kemarin dapat tuntutan 17+8 ya? Ayo kami bantu buat theory of change sama action plan nya. Fee kayak biasanya yaa
2025-09-29 16:46:57+00:00,Makin hari berita si wowo makin ngawur Btw apakabar tuntutan 17+8 Kemarin y?
2025-09-15 16:09:23+00:00, Diskusi Publik: Tantangan Gerakan Dalam Memenangkan Tuntutan Rakyat Agustus lalu protes rakyat diserang gas air mata peluru karet penangkapan ribuan orang serta ada yang meninggal dunia dan masih hilang. Bagaimana gerakan menyatukan kekuatan? Mari datang dan ikut https://t.co/AYSCYWeARP
2025-09-19 13:01:17+00:00,Saya mendukung 100% tuntutan 17+8. Namun bukan berarti 17+8 itu sempurna. 17+8 masih butuh banyak pengembangan. Maka dari itu Saya bersama sirkel saya mengajukan ide gerakan berupa tuntutan 17×8÷20×√144 agar hasilnya lebih maksimal. Jumlah tuntutan ini agar hasilnya banyak.
2025-09-19 09:12:41+00:00,Menurut Halili publik sebenarnya menunggu langkah konkret pemerintah dalam jangka pendek menengah dan panjang sebagaimana tercermin dalam tuntutan 17+8 yang sempat disuarakan masyarakat. https://t.co/h428FhhsWd
2025-09-25 12:33:15+00:00,@skyyviiew ppt singkat
2025-09-26 11:55:06+00:00,@HAIKYUUFESS eh ini gw telat kah....
2025-09-17 12:28:29+00:00,Mari bergabung dalam kuliah bertajuk Problematika Perundang-undangan di Indonesia: Refleksi Terhadap Tuntutan 17+8 bersama Prof. Susi Dwi Harijanti. Kamis 18 September 2025 20.00 WIB Live via ZOOM. Daftar di https://t.co/2L47dA1N2y https://t.co/sYfKuSoK5j
2025-09-26 06:51:18+00:00,Jangan Musuhi Purbaya Presiden RI Prabowo Subianto pada Senin (8/9/2025) melantik Purbaya Yudhi Sadewa sebagai Menteri Keuangan menggantikan Sri Mulyani Indrawati. Seusai dilantik Purbaya sempat mengomentari 17+8 Tuntutan Rakyat sebagai suara sebagian kecil rakyat yang hidupnya https://t.co/iQA71xXfm9
2025-09-19 04:50:50+00:00,Rocky Gerung Sebut Presiden Prabowo Tak Peka dengan Tuntutan Rakyat https://t.co/DsdPTGinRM
2025-09-18 16:14:45+00:00,@Ayra86992986 @FahmiAgustian Afutami merujuk pada Andhyta Firselly Utami penggagas gerakan 17+8 Tuntutan Rakyat yang viral di Indonesia belakangan ini menuntut keadilan sosial. Postingan itu bilang pola ini: saat isu Afutami masih ramai ditambah bumbu seperti bocoran rate card influencer (harga
2025-09-29 06:43:25+00:00,@diraism mi sm gw aja mi gw suka diurus
2025-09-26 16:49:43+00:00,@indahtobrut_ @NayDonuts @Heraloebss Berdasarkan analisis dari berbagai sumber seperti https://t.co/9vAjhQfcLS BBC dan Tempo tuntutan 17+8 adalah desakan reformasi seperti revisi UU Kepolisian anti-korupsi dan transparansi pajak yang didukung mahasiswa dan masyarakat sipil pada Agustus 2025. Mereka yang
2025-09-16 12:35:03+00:00,Honest Q: Sebenernya warga merasa terwakili oleh gerakan tuntutan 17+8 ga ya?
2025-09-22 23:11:32+00:00,Tuntutan 17+8 dari rakyat kian memudar terimpit polarisasi opini siklus media dan tindakan yang cenderung lamban dari pemerintah. #Polhuk #AdadiKompas https://t.co/EhxqMj1WIU
2025-09-21 00:58:29+00:00,Apa kabar TUNTUTAN RAKYAT 17 + 8 https://t.co/WyfqwK30Vn
2025-09-23 12:33:02+00:00,[POSTER AKSI HTN KE-65 FMN] Inilah sebagian tuntutan rakyat dlm momentum Hari Tani Nasional ke-65 pada 24 September 2025! Segera hubungi semua kawan mobilisasikan mahasiswa bersama rakyat tani nelayan &amp; masyarakat adat! #HTN2025 #HariTaniNasional #FrontMahasiswaNasional https://t.co/Jmd5Dc5u6U
2025-09-15 09:54:09+00:00,Ada yang bisa sebutkan 1 saja apa manfaatnya bagi kehidupan rakyat secara langsung dari tuntutan 17+8 yang dibuat oleh LSM dan Influencer yang mengatasnamakan rakyat. 1 saja.. kalau bisa 
2025-09-22 14:52:26+00:00,nano nano anying kadang pgn mokad kadang pgn ngerjain tugas kadang pgn ngelaprak 
2025-09-25 03:05:50+00:00,Itu kenapa birokrasi tidak seharusnya menjadi orang yang penurut mereka harus terus adaptif dengan tuntutan rakyat dan jalan satu-satunya adalah rebels alias berpikir kritis. https://t.co/aog8PIqF24
2025-09-22 14:42:57+00:00,ngablu
2025-09-22 14:51:24+00:00,humZZZZzzz inikah saatnya
2025-09-21 10:26:52+00:00,Aku penasaran gimana ya nasib tuntutan 17+8 itu?:' dilupakan gitu aja?...
2025-09-18 20:44:56+00:00,Yusril menegaskan Partai dan DPR harus segera dibenahi lewat revisi UU. Perubahan di DPR tidak bisa dilakukan tanpa merevisi UU Partai Politik UU Pemilu dan UU MD3 kata @Yusrilihza_Mhd Langkah mendorong revisi ini salah satu cara pemerintah penuhi tuntutan 17+8. https://t.co/kwMGSRLQGO
2025-09-21 11:20:20+00:00,@NurRohi03920969 @neVerAl0nely__ @SuperGrok @Gerindra @DPR_RI Protes di Indonesia 2025 menghasilkan 17+8 tuntutan rakyat tapi banyak yang belum terealisasi penuh hingga kini. Pemerintah beri respons parsial seperti sanksi kader parpol tidak etis moratorium kunjungan DPR &amp; janji dialog tapi tuntutan seperti tim investigasi independen &amp;
2025-09-18 21:22:09+00:00,Jangan pernah terkecoh dengan gocekan yang dilakukan para Termul untuk membelokkan isu perjuangan rakyat di pemerintahan pak @prabowo. Mari tetap kita Fokus mengawal PANCATURA (Lima Tuntutan Rakyat) sampai Pemerintahan pak @prabowo mengabulkan keinginan Rakyat di Negeri Ini. https://t.co/m8ukXnS96C
2025-09-26 16:56:54+00:00,@indahtobrut_ @NayDonuts @Heraloebss Sama-sama! Kalau ada pertanyaan lain soal politik atau tuntutan 17+8 tanya aja. Saya bisa bantu cari info dari berbagai sumber.
2025-09-15 15:04:38+00:00,Saya mau ngomong tapi saya sadar kita dalam system yg kusut. Maka dari itu saya pesimis mau tuntutan 17+8 mau 100+1000. Indonesia ya begini begini saja masyarakat yg borok menciptakanlah tatanan yg bobrok. Sekian terimakasih
2025-09-15 13:40:39+00:00,Tak Ada Adili Jokowi dan Makzulkan Gibran dalam 17+8 Tuntutan Rakyat Siapa di Baliknya? Tuntutan mengadili Presiden RI ke-7 Joko Widodo alias Jokowi) dan makzulkan Wakil Presiden Gibran Rakabuming Raka tak ada dalam 17+8 Tuntutan Rakyat. https://t.co/rfekEM0iz0
2025-09-17 09:23:13+00:00,Bisakah 17+8 Tuntutan Rakyat Masuk ke Revisi UU HAM? https://t.co/OImCJQEsYm
2025-09-25 17:24:42+00:00,wargi !upi punten adakah yang tau lanjutan tuntutan 17+8 sekarang gimana kabarnya?
2025-09-20 06:15:00+00:00,DPC Partai Gerindra Kabupaten Pati merespons tuntutan rakyat Pati yang berdemo lagi pada Jumat (19/9) menuntut pemakzulan Bupati Sudewo dan pemecatannya sebagai kader partai. Ketua DPC Gerindra Kabupaten Pati sekaligus Wakil Ketua DPRD Pati Hardi mengatakan akan mengusulkan https://t.co/4F1KqhZ1jL
2025-09-29 06:42:29+00:00,bikin mikir aja njir au ah 
2025-09-16 10:28:12+00:00,Tuntutan 17+8 stimulus ekonomi 8+4+5 kebijakan πr²+d
2025-09-26 11:53:42+00:00,@dlwlrmanya APE NIH makasih by
2025-09-17 12:19:35+00:00,PANDANGAN DAN PEMIKIRAN BEM UI ADALAH HUKUM YANG WAJIB DIPATUHI OLEH NEGARA DAN SELURUH RAKYAT INDONESIA Untuk video selengkapnya bisa saksikan di acara OTT (On The Table) di playlist channel Youtube cumicumicom KETUA BEM UI DITANTANG BONGKAR FAKTA TUNTUTAN 17+8 || OTT https://t.co/8XU0L9v4MG
2025-09-16 22:37:44+00:00,Hati hati pejabat sekarang dengan Statment2 kalian jngn sampe statment kalian jadi MULUT MU HARIMAU MU seperti SR EP NF dan UK yaaa.. Hati2... UU PA ini adalah salah satu dari 17+8 tuntutan Rakyat dan mahasiswa dan yg paling Utama trus kau tak setuju pula BAHAYA!!!!
2025-09-25 14:12:26+00:00,polemik tasya farasya tidak lebih penting dari keracunan MBG langkanya bensin swasta langkanya lapangan pekerjaan dan 17 + 8 tuntutan rakyat yang belum terlaksana.
2025-09-17 20:21:25+00:00,@__AnakKolong Gedung milik rakyat bicarakan Pancasila dipagar besi_beton plus betis aparat isinya apa? Dahulu ada 3 tuntutan rakyat (Tritura) kini 17+8 tuntutan rakyat (....) mustahil tidak direspon pemerintah. Ini bukan sejarah Nepal pejabatnya asyik joget flexing harta dari kekuasaan.
2025-09-27 02:37:21+00:00,baru tau tsukki ultah hbd sayang 
2025-09-17 09:48:01+00:00,Kenapa DPR cuma mau ditemui ketika influencer itu yang maju dengan tuntutan 17+8? Karena dalam isi kepala si DPR itu juga bisa jadi si influencer dianggap perwakilan . Selain itu dapet clout juga kan si DPR. Kalau mau maksain desentralisasi terus ga akan didengerin. Asli...
2025-09-29 06:42:49+00:00,emg yg bikin stres kudu dihindari tp gw jg suka nyari perkara 
2025-09-16 17:06:38+00:00,Tak Ada Adili Jokowi dan Makzulkan Gibran dalam 17+8 Tuntutan Rakyat Siapa di Baliknya? Tuntutan mengadili Presiden RI ke-7 Joko Widodo alias Jokowi) dan makzulkan Wakil Presiden Gibran Rakabuming Raka tak ada dalam 17+8 Tuntutan Rakyat. https://t.co/VlNwp23Tko
2025-09-26 12:10:01+00:00,@hariseIasaa maaf kak lewat keren bgt
2025-09-18 01:04:39+00:00,Menteri Keuangan Purbaya Yudhi Sadewa dikenal memiliki gaya bicara yang ceplas-ceplos. Beberapa jam setelah dilantik dia langsung menuai kritik ketika merespons tuntutan 17+8 buah dari aksi demonstrasi pada akhir Agustus. Itu kan suara sebagian kecil rakyat kita. Kenapa? https://t.co/4sPkaXz5Wh
2025-09-16 04:30:55+00:00,BEM UI MENGATAKAN BAHWA MEREKALAH PEMILIK KEBENARAN DI NEGARA INI SECARA LEGAL Untuk Video selengkapnya bisa saksikan di acara OTT (On The Table) di playlist channel Youtube cumicumicom KETUA BEM UI DITANTANG BONGKAR FAKTA TUNTUTAN 17+8 || OTT https://t.co/QTDJ2jmo3g https://t.co/8qqxdbUAV7
2025-09-17 05:25:24+00:00,Ketua @DPR_RI mbak @puanmaharani_ri tegas dlm pembenahan dilingkungan lembaganya dan apa yg menjadi tuntutan rakyat termasuk RUU perampasan aset akan ditargetkan rampung sebelum 2026 Bang @bang_dasco @KangManto123 @WagimanDeep212_ @B3doel___ https://t.co/3H6UqU9SdW
2025-09-20 23:13:13+00:00,Pemerintah bergerak cepat merespons tuntutan 17+8 . Tuntutan ini merupakan rangkaian aspirasi yang menyentuh isu-isu kemanusiaan dan perubahan struktural. #Polhuk #AdadiKompas https://t.co/bPGeZJaIt0
2025-09-20 23:16:19+00:00,Pemerintah bergerak cepat merespons tuntutan 17+8 . Tuntutan ini merupakan rangkaian aspirasi yang menyentuh isu-isu kemanusiaan dan perubahan struktural. #Polhuk #AdadiKompas https://t.co/KmLhrqJZRT
2025-09-20 10:39:35+00:00,TADABUR KONSTITUSI RI _[Telaah Mendalam Butir-Butir Konstitusi RI]_ ====================== Materi: 17+8 Tuntutan Rakyat Menitik Berat Pada Aparat Keamanan Negara dalam Perspektif BAB XII UUD 1945 BAB XII Pertahanan Negara
2025-09-18 12:46:42+00:00,Nahh.. influencer yang jadi ikon di cover @tempodotco yaak..untuk tuntutan 17+8? Kok malah tidak taat hukum (pajak)? Kok ada rate card? Ada ridersnya pulak..? Uang LpDp ntuh pertanggungjawabannya kek mana kah? 
2025-09-18 01:45:23+00:00,Golkar Buka Ruang Dialog dengan Mahasiswa Dengarkan Aspirasi soal Tuntutan 17+8 https://t.co/VbNGoizLOf
2025-09-22 23:13:19+00:00,Tuntutan 17+8 dari rakyat kian memudar terimpit polarisasi opini siklus media dan tindakan yang cenderung lamban dari pemerintah. #Polhuk #AdadiKompas https://t.co/PGFL6HeV0Z
2025-09-22 02:27:45+00:00,Ada 52 Perwira Polri Resmi Bentuk Tim Transformasi Reformasi Polri Berikut Tuntutan 17 8 Rakyat https://t.co/aLzsjcJPij via @tribunmedan
